Category,Name,Brand,Price,Old_Price,Rating,Discount
automobile,1080P HD Night Vision Dash Car Camera Front & Inside Rear Camera Driving Recorder,1080P,11659.0,19143.0,3.7,39.1
automobile,ABS Eco Obd Obd2 Universal Benzine Economy Saver Tuning box Chip Device For Petrol Car Gas Saving,ABS,16900.0,20000.0,3.8,15.5
automobile,Outdoor Bicycle Motorcycle Windproof Sunscreen Dust Mask,Outdoor,4995.0,7500.0,3.9,33.4
automobile,Peaks 3000W Modified Sine Wave Power Inverter – 12V DC to 220V AC with Dual USB Ports,Peaks,24800.0,30000.0,4.3,17.33
automobile,"addigoes Face Mask, Cover, Ski Mask for Men Women, UV Protection Windproof Scarf for Motorcycle, Snowboard, Cycling, Climbing, Desert hiking, Fishing, Cable work",addigoes,4814.0,12338.0,,60.98
automobile,Intelligent Fast Pulse Car Battery Charger 12v/24v,Intelligent,34720.0,56854.0,3.9,38.93
automobile,Car Sunshade Front Windshield Sunscreen Heat Insulation Sunshade Blocking Plate Blackout Curtain Gear Car Interior Windshield Small Car Cover Umbrella,Car,16725.0,47400.0,2.8,64.72
automobile,Mniboom Bluetooth Speaker T10 CAR CHARGER & BLUETOOTH FM,Mniboom,6999.0,15000.0,4.2,53.34
automobile,15M RGB Bluetooth Control LED Strip Lights 12V USB Color Changing TV PC Back Light,15M,10053.0,12000.0,3.4,16.23
automobile,Sunshine 100W 18V Mono Crystal Solar Panel,Sunshine,28000.0,30000.0,4.1,6.67
automobile,Peaks 3000W DC12V-AC220V Modified Sine Wave Inverter,Peaks,25897.0,46810.0,3.8,44.68
automobile,10M Led Strip Light With Control,10M,6952.0,15389.0,,54.82
automobile,"Rally Deionized Water/Distilled Water- 4Litres, Pack Of 2",Rally,10800.0,24000.0,4.7,55.0
automobile,Car Phone Holder Magnetic Suction Holder,Car,9500.0,9700.0,4.8,2.06
pet-supplies,SNIPER BEDBUG KILLER,SNIPER,3500.0,3500.0,3.3,0.0
pet-supplies,TD Cat & Dog Authentic Self Cleaning Slicker Brush,TD,5940.0,6000.0,4.6,1.0
pet-supplies,TD Complete Wet Chicken Jelly Canned Food 85g,TD,2376.0,2800.0,5.0,15.14
pet-supplies,"Vigo Cap Herbal Capsules(SOLUTION FOR: QUICK EJACULATION,",Vigo,4800.0,8000.0,3.5,40.0
pet-supplies,Vitafoam MEMORY PILLOW,Vitafoam,29999.0,29999.0,4.4,0.0
pet-supplies,Premium Comfort Sleep Eye Mask,Premium,1980.0,1980.0,4.5,0.0
pet-supplies,Indoor Collapsible Cage Foldable Metal Pet Dog Cat Kennel size 2,Indoor,50000.0,50000.0,5.0,0.0
pet-supplies,Massage Body Brush Wet Or Dry Brushing Body Exfoliating Bath Brush Natural Bristles Cellulite Shower Brush For Removing Dead Skin Cellulite Lymph Lymphatic Drainage,Massage,5000.0,30000.0,4.4,83.33
pet-supplies,SNIPER BEDBUG KILLER,SNIPER,4500.0,4500.0,3.7,0.0
pet-supplies,Yandou Mini Smoother Clipper - 360° Shaver Rechargeable Clipper - Black/Red,Yandou,9000.0,9500.0,2.0,5.26
pet-supplies,SNIPER Hotshot Multipurpose Killer,SNIPER,2500.0,2500.0,3.7,0.0
pet-supplies,"Washable Pet Pee Pad,Dog Crate Pad,Reusable Dog Toilet Mat Quick Dry Dog Potty Training Mat Waterproof Dog Bed Mat -100*70CM",Washable,9538.0,17050.0,4.5,44.06
pet-supplies,LASA Retractable Dog Lead – Strong & Tangle-Free Design,LASA,9300.0,18600.0,4.4,50.0
pet-supplies,Anti-thrax Flea And Tick Soap Soap,Anti-thrax,3999.0,3999.0,4.5,0.0
pet-supplies,SNIPER Hotshot Multipurpose Killer-500ml,SNIPER,3500.0,3500.0,3.2,0.0
pet-supplies,Solar Powered DC Charging Oxygenator Water Oxygen Pump Pond Aerator Aquarium Air Pump,Solar,37795.0,62915.0,4.2,39.93
pet-supplies,TD Complete Wet Chicken Jelly Cat Canned Food 8×85g,TD,19000.0,21950.0,5.0,13.44
pet-supplies,Derma Derma-Roller Face Hair Removal tool - black,Derma,5500.0,13000.0,2.0,57.69
pet-supplies,Wagg Training Mini Bones With Beef Chicken & Lamb 125g,Wagg,2475.0,2500.0,4.0,1.0
pet-supplies,Reflective Collar Cats Puppy And Small Dogs With Bell,Reflective,4498.0,4498.0,4.0,0.0
pet-supplies,ERADICATOR DOG SPRAY (TICKS MASSACRE),ERADICATOR,6999.0,10000.0,5.0,30.01
pet-supplies,20 Pcs Stainless Steel Automatic Pig Nipple Drinker,20,19900.0,65000.0,4.8,69.38
pet-supplies,pet electric spray massage comb,pet,47792.0,53136.0,,10.06
pet-supplies,TD Harness With Bow Tie And Leash Set With Bell - Blue,TD,11200.0,11200.0,5.0,0.0
pet-supplies,Inflatable Relaxing Sofa Chair With Electric Pump,Inflatable,38000.0,45000.0,5.0,15.56
pet-supplies,TD Eco Cat Litter Scoop Green,TD,2900.0,2900.0,5.0,0.0
pet-supplies,Nail Cutter For Dog Dogs And Cats,Nail,3500.0,3500.0,1.0,0.0
pet-supplies,1 Set Temporary Dental Restoration Kit Upper Lower False Teeth,1,13900.0,13900.0,,0.0
pet-supplies,Metal Warning Guard Dog Sign,Metal,8250.0,8250.0,,0.0
pet-supplies,TD Dog Premium Cookie Biscuit Mixed Flavored Treat 450g,TD,6500.0,6500.0,,0.0
pet-supplies,TD Dog Training Treat,TD,4000.0,4000.0,,0.0
pet-supplies,"SXCHEN Pet Hair Removal Brush, Cat And Dog Bathing Supplies, Gloves, Comb, Pet Cleaning Gloves - Right Hand",SXCHEN,2868.0,8060.0,,64.42
pet-supplies,Strong Collapsible Animal Cage For Many Dog Breeds,Strong,99999.0,150000.0,3.9,33.33
pet-supplies,TD Dog Chicken Snacks Treat 250g,TD,4000.0,4000.0,3.5,0.0
pet-supplies,Ximonth Cataract Removal Eye Drop Improve Blurred Vision Restore Eyesight-Restore,Ximonth,9000.0,15000.0,4.5,40.0
pet-supplies,Dog Cat Food Bowl Water Dispenser ( Bottle Not Included),Dog,4500.0,4500.0,5.0,0.0
pet-supplies,Chain Link Dog Leash Dog Chain And Collar 3mm Thickness,Chain,10500.0,10500.0,5.0,0.0
pet-supplies,Whiskas Kitten Mixed Wet Cat Food Pouches In Jelly 12x85g,Whiskas,28975.0,28975.0,5.0,0.0
pet-supplies,TD 3 In 1 Pet Grooming Wash Brush Dog & Cat,TD,4500.0,5500.0,5.0,18.18
pet-supplies,BOOSTER PUPPY DOG FOOD,BOOSTER,70000.0,70000.0,,0.0
pet-supplies,"3pcs Bone-Shaped Dog Chew Toys, Promotes Dental Health - Rubber Toothbrush Stick, Ideal for Small and Big  Dogs.",3pcs,8700.0,8700.0,,0.0
pet-supplies,Solar Pump Machine (0.5hp),Solar,306002.0,1290000.0,1.0,76.28
pet-supplies,Hamid Dog And Cat Perfume Spray Deodorizer,Hamid,6498.0,6498.0,4.7,0.0
pet-supplies,PEARLZIE Fluralaner Chewable Flea & Tick Tablets 112.5mg 2-4.5kg Toy,PEARLZIE,13000.0,40000.0,5.0,67.5
pet-supplies,"High Power JUMP STARTER KIT And POWER BANK For Cars, Laptop & Mobile Devices - Emergency Car Battery 50800mAH 12V ULTRASAFE LITHIUM - Torch Light- MULTI FUNCTIONAL",High,50000.0,50000.0,4.3,0.0
pet-supplies,TD Kitten Teaser Feathers with Edible Catnip Ball Toy,TD,8750.0,8750.0,5.0,0.0
pet-supplies,1L Acrylic Juice Milk Carton Bottle Transparent Reusable Water Drink Bottle with Screw Cap Clear Cute Leakproof Drinking Cup Box Storage Shape.,1L,8500.0,8500.0,,0.0
pet-supplies,"Phectox Ticks And Flies Care Combo. Powder, Soap, Wound Healing Oil And Deodorant.",Phectox,15000.0,15000.0,4.3,0.0
pet-supplies,Flea Doctor lice removal comb for dogs and cats,Flea,6980.0,6980.0,,0.0
pet-supplies,Eagle Merrypet Dewormer For Dogs,Eagle,8500.0,8500.0,5.0,0.0
pet-supplies,TD Cat & Dog Authentic Self Cleaning Slicker Brush,TD,6000.0,6000.0,5.0,0.0
pet-supplies,Ear Tag Applicators For Livestock,Ear,18000.0,18000.0,5.0,0.0
pet-supplies,TD Dog & Cat Ball Rubber Interactive Treat Bite Chew Toy,TD,5950.0,5950.0,,0.0
pet-supplies,5 in 1 Inflatable Relaxing bed Sofa Chair + Foot Rest +  manual  pump black ash  Sofa Chair Big Size,5,51800.0,59400.0,,12.79
pet-supplies,TD Semi Cat Litter Box - Green,TD,23950.0,23950.0,4.6,0.0
pet-supplies,Balance  Complete And Balanced Dry Dog Food-15kg,Balance,69997.0,79999.0,,12.5
pet-supplies,"BioMatrix Gut Health Wormwood, Black Walnut, Artemisinin, Berberine Sulfate (90 Capsules)",BioMatrix,77999.0,78999.0,,1.27
pet-supplies,Go-Cat Adult Cat Food Chicken And Duck 4kg,Go-Cat,59000.0,70900.0,,16.78
pet-supplies,TD Interactive Cat Laser Pointer 3 In 1 Red,TD,4500.0,4900.0,,8.16
pet-supplies,Reflective Collar For Cat Puppy And Small Dogs With  Bell,Reflective,4500.0,4500.0,4.2,0.0
pet-supplies,TD Dog & Cat Ball Rubber Interactive Treat Bite Chew Toy,TD,5950.0,5950.0,5.0,0.0
pet-supplies,TD  Slip On Rope Training Leash 1x140cm Brown,TD,5100.0,5100.0,,0.0
pet-supplies,TD Catnip Treat,TD,6800.0,6800.0,3.0,0.0
pet-supplies,Flea Doctor Comb Lice Removal For Dogs Or Cats,Flea,9999.0,10000.0,3.7,0.01
pet-supplies,Infant Electric Nail Trimmer,Infant,6499.0,9999.0,4.5,35.0
pet-supplies,Portable Pet Carrier Bag/Cart/Dog Bubble Backpack Transparent Space Capsule Pet Carrier Backpack For Small Dogs Cats Hiking Traveling Backpack/Pets Carrying Bag,Portable,24900.0,34580.0,,27.99
pet-supplies,3D Cut Premium Comfort Sleep Eye Mask,3D,3750.0,5000.0,,25.0
pet-supplies,TD Dog Nylon Leash With Authentic Neoprene Padded Handle 1.5cm Blue,TD,5330.0,5330.0,,0.0
pet-supplies,3D Cut Premium Comfort Sleep Eye Mask,3D,3600.0,5000.0,,28.0
pet-supplies,Kingstone Wireless Doorbell Alarm Door Bell + Ringer + Receiver ORIGINAL,Kingstone,9990.0,11000.0,,9.18
pet-supplies,Zito Cod Liver oil for dogs and cats,Zito,9000.0,9000.0,,0.0
pet-supplies,Pet Dog Cage Cover Oxford Dustproof Waterproof Outdoor Foldable Small Medium Large Kennel Accessory Products-Gray,Pet,80900.0,139482.0,,42.0
pet-supplies,1Pc Pet Hair Brush Handheld Slicker Comb Dog Cat,1Pc,5150.0,9064.0,4.5,43.18
pet-supplies,TD - Tabs Dog Multivitamin Supplement Mineral 100 Chewable,TD,8500.0,8500.0,3.7,0.0
pet-supplies,Balance Puppy Crunchy Dog Food - 5Kg,Balance,35550.0,35550.0,5.0,0.0
pet-supplies,Incubator Thermometer And Hygrometer,Incubator,5850.0,12850.0,4.5,54.47
